-61,-51,-31,-51,-61,-39,33,17,-37,-49,-19,-21,-19,-25,3,17,-45,-79,1,3,-13,-13,7,41,-53,-79,-3,-15,-13,9,65,7,-37,-69,-29,-29,17,21,5,-1,-45,-49,-17,-41,1,23,17,21,-57,-25,-21,-59,15,43,-7,-1,-57,1,-27,-41,-13,17,-35,-21
-43,-7,11,43,35,-15,-45,-37,-23,29,81,25,-21,-11,7,-1,-15,87,61,5,-17,9,-19,-19,-11,53,29,15,-7,-45,-61,-35,-13,29,43,15,-25,-39,-23,-37,15,37,25,23,15,15,-25,-69,33,57,11,-11,-27,-19,-41,-45,65,31,-11,-31,-59,-49,-27,-29
-3,5,-37,-47,-7,-9,-35,-67,15,27,-9,13,25,-1,-23,-47,11,7,31,49,-3,3,3,-1,-5,-23,19,5,5,1,43,-7,-21,-9,-25,45,47,7,3,-25,7,-39,-43,25,21,-15,-3,-21,29,-25,-3,-25,-25,-51,-37,-19,33,59,59,-5,-19,-15,-25,-17
20,32,56,20,-4,-14,-50,-60,44,58,52,22,2,-4,-20,-6,42,20,54,2,2,-14,0,-18,2,20,34,-18,-14,4,-4,-38,14,18,16,10,2,-34,-52,-64,32,24,18,-2,-26,-58,-58,-56,50,54,12,-40,-32,-60,-42,-20,64,100,16,-32,-32,-38,-30,-22
53,27,69,59,1,1,15,5,41,23,13,15,13,17,-11,-31,21,21,1,19,13,-19,-47,-49,37,9,-19,3,-21,-57,-57,-33,63,3,-13,-9,-73,-55,-47,-51,37,17,1,7,-65,-69,-61,-31,21,5,9,7,-25,-67,-41,-13,31,31,25,-37,-59,-41,-27,-27
33,21,67,55,19,15,35,21,19,9,49,1,3,15,-9,-33,11,9,-11,13,17,-11,-49,-57,1,-35,-19,53,33,-23,-25,-15,-7,-51,-17,-3,-31,-27,1,-11,-1,5,9,-23,-35,-41,-39,-27,-3,7,-13,-5,-27,-49,-41,-5,-11,-27,-9,-21,-39,-31,-37,3
48,46,30,-16,-46,-48,-40,-12,78,68,24,-10,-56,-24,-20,18,38,28,18,18,-24,-36,-22,-16,-4,-20,0,-20,-68,-86,-62,-16,-30,-14,-2,-38,-32,-48,-12,-4,-6,-14,-48,-22,-16,10,24,-2,20,0,-10,-56,-78,-26,2,-8,48,68,28,-58,-74,-38,-14,0
-14,-24,-30,-40,24,48,56,54,-34,-32,-30,-18,-6,38,40,30,-44,-44,-20,-76,-34,36,42,-16,-30,-48,-46,-54,-42,-2,-14,-22,-20,-30,-24,-42,-56,-42,14,-22,-8,-24,-48,-32,24,34,14,-28,-28,-24,-32,8,40,-2,-2,0,-24,-22,-76,-2,30,-18,-26,-8
-48,-28,14,14,50,48,88,30,-72,-8,0,42,28,20,38,46,-82,-26,-4,26,12,26,0,-10,-96,-68,-56,6,54,28,-22,-22,-94,-70,-102,24,50,14,-26,-54,-72,-38,-98,-6,14,48,-6,-72,-34,-32,-24,-16,-18,18,6,-54,-26,-28,-38,-30,-36,-4,-10,-52
-1,45,55,-7,-55,-7,39,41,-3,49,43,-51,-19,7,-37,-49,-1,43,7,9,-11,-67,-97,-39,25,29,47,29,-49,-73,-71,-21,33,65,67,-7,-43,-31,-19,-29,45,79,15,-43,-19,3,-7,1,69,65,-3,-11,-13,-17,45,47,41,5,-27,-17,-63,-39,21,23
-43,-23,-3,1,5,27,23,-23,-55,-25,1,-5,7,-7,-43,-51,-31,-3,-13,13,27,-27,-23,-7,15,21,25,33,3,39,15,-19,49,37,3,21,23,5,-15,-61,25,11,5,17,1,-49,-25,-47,15,13,17,27,-1,-15,-29,-55,-7,-19,37,49,15,1,-25,-53
-22,-20,14,10,-14,-58,-58,-52,-12,14,38,12,-30,-40,-28,-28,34,36,26,8,-22,-12,2,-6,50,70,30,-12,-28,-12,-16,-30,30,72,44,-2,-28,-34,-46,-36,12,68,58,-12,-32,-28,-22,-8,34,68,60,18,2,6,-14,-44,64,66,24,50,36,-28,-46,-44
32,30,32,26,16,22,6,-20,52,44,22,22,38,16,-26,-32,44,14,22,18,-6,-40,-38,-66,24,-22,8,-16,-30,-46,-68,-80,-20,-26,-22,-22,-32,-66,-62,-52,-4,-20,-12,-6,-54,-68,-62,-26,6,-24,6,-12,-46,-62,-58,-36,20,34,10,-44,-50,-52,-50,-44
-12,-4,16,90,38,-44,-56,-18,-18,-14,46,12,-68,-56,28,22,-6,10,18,-12,-32,48,30,-44,0,6,-32,-10,22,24,-40,-48,-2,-28,-28,-4,-34,-24,-24,-36,-2,-4,10,-16,-38,-16,-66,-64,-18,32,2,-54,-2,-26,-54,-38,4,28,10,-8,12,-40,-30,-20
42,38,44,58,66,74,32,-14,24,18,60,32,38,-4,-6,-32,8,0,54,14,-30,-62,-56,-32,-16,-2,38,18,-6,-54,-76,-66,0,-2,34,36,-12,-86,-80,-46,-8,22,36,42,-2,-46,-58,-44,10,60,38,40,-6,-18,-30,-32,-26,20,-14,-38,-58,-24,-32,-30
3,-31,-45,5,3,-29,-45,-73,-15,-13,3,5,-19,-59,-35,-17,-15,-25,1,7,-23,7,33,27,-39,-47,-37,25,17,39,11,-15,-31,-39,-5,1,11,-39,-43,-33,-31,-47,29,-23,-23,-35,-23,-21,-35,-17,7,-45,-27,-9,-11,-11,-21,19,-25,-49,9,3,7,-7
-42,-52,-42,-28,-18,-52,-14,22,-56,-38,-34,-22,-38,-42,-20,8,-22,-16,4,-36,-64,-60,-28,-40,0,30,16,-18,-60,-36,-52,-28,-18,18,22,4,-42,-16,8,-20,-34,-8,2,-12,-24,20,8,-28,-32,-14,-20,-16,32,46,-26,-36,-16,-18,-22,-36,14,-16,-6,-20
92,102,40,-20,-10,-22,-24,-26,116,78,-14,-12,-30,-40,-66,-44,122,72,14,-8,-38,-74,-72,-54,108,94,12,-66,-72,-64,-76,-48,116,96,-8,-58,-42,-66,-66,-52,122,58,-10,-14,-86,-98,-54,-36,76,10,-4,-32,-96,-76,-54,-34,30,2,-2,-28,-60,-76,-52,-28
75,57,71,65,-3,-7,-15,-23,51,47,81,45,-9,-39,-59,-71,41,49,61,37,-43,-85,-51,-51,59,27,47,47,-11,-27,-35,-23,75,-5,19,43,17,-31,-69,-49,51,43,43,-5,-29,-43,-47,-23,35,59,33,-5,-13,-31,-47,-23,27,45,5,-25,-43,-23,-29,-5
-57,-45,-49,-37,-7,15,57,17,-53,-53,-41,-27,-37,-29,-25,-17,-59,-65,-57,-71,-77,-49,-11,-29,-53,-57,-53,-23,-55,-7,-19,-25,-41,-33,-41,-19,-11,-27,-25,-7,-43,-59,-37,-37,1,-27,-35,-15,-49,-41,-37,-29,-19,-35,-45,-11,-55,-69,-71,-73,-41,-29,-31,-21
10,40,28,26,38,56,4,-76,34,16,4,18,20,-6,-46,-64,24,2,54,40,-20,-42,-2,-20,8,22,30,6,-20,0,-26,-56,-6,20,8,-16,-24,-64,-80,-74,22,-2,-6,4,-28,-108,-112,-84,-2,-6,-12,-28,-84,-104,-98,-78,6,46,-12,-70,-80,-66,-102,-74
49,37,63,45,39,-23,-27,-31,55,75,59,67,29,9,-15,-39,93,57,53,49,25,9,-23,-27,73,51,27,13,53,15,5,-29,59,37,21,3,33,7,-23,-41,47,35,33,-9,-5,21,-27,-39,53,29,13,-11,-11,11,-37,-33,53,57,1,-11,-39,-43,-45,-31
-24,-28,-24,-26,-6,-6,-14,-56,-16,18,8,14,8,-4,20,-8,-14,10,24,-22,16,14,16,-20,-6,12,12,-32,-10,-8,-40,-60,-16,16,20,30,-12,-54,-84,-82,-2,8,14,22,12,-30,-64,-94,10,18,20,8,6,-34,-72,-62,34,54,36,52,20,-40,-72,-54
5,9,23,45,55,39,-23,-37,-13,-17,47,59,49,-29,-43,-37,-25,-9,37,15,9,-21,-11,-75,-29,11,1,1,35,35,-27,-87,19,3,3,5,23,-7,-55,-85,1,-3,23,-3,-35,-81,-99,-79,-23,27,19,-23,-65,-73,-83,-81,3,17,-7,-11,-49,-65,-77,-67
-57,7,-29,35,63,65,-7,-51,-25,-19,1,59,65,7,-57,-43,-27,-9,1,-13,11,55,33,-7,-25,-7,-7,5,79,65,35,-27,-7,-15,-3,15,43,11,9,-39,5,-29,33,21,7,-37,-45,-45,-13,-7,75,13,1,-21,-27,-47,-9,-1,-31,-9,21,-27,-49,-79
3,5,-11,-43,-47,-49,-23,11,33,21,15,25,3,-49,-43,-41,49,27,7,9,-27,-47,-39,-21,59,41,9,7,11,-13,-35,-43,51,41,3,-7,11,-1,-69,-57,15,15,-1,-31,-75,-3,-45,-33,17,31,37,-5,-41,-19,-45,-13,31,61,35,29,-19,-51,-31,-15
-70,-54,-20,50,28,10,-32,-54,-68,-28,62,42,0,-16,-30,-44,-64,6,14,-4,6,42,10,-18,-82,-48,-34,8,56,14,16,-20,-96,-68,-40,50,12,-22,-14,-30,-70,-34,10,20,-14,-14,-12,-46,-48,12,18,8,0,-8,-10,-36,2,16,-20,10,-8,10,14,-52
74,98,44,-64,-28,22,-10,-24,60,66,-12,8,20,-58,-94,-32,50,16,18,54,-56,-110,-84,-32,42,42,34,2,-58,-76,-54,-26,92,28,-42,-58,-30,-38,-34,-30,102,2,-38,-26,-70,-58,-38,-30,78,-32,-4,-42,-84,-34,-18,-14,-8,-2,6,-94,-56,2,-20,-4
-33,-1,57,33,45,41,-1,-53,-53,41,75,43,19,13,-3,-37,-29,47,45,35,9,-1,-3,-5,-29,-13,17,53,7,-3,3,-5,-25,-41,-31,37,27,-11,-27,-27,-19,3,-15,33,37,-15,-9,-31,17,31,-9,17,13,-17,-23,-57,33,7,3,-25,-49,-35,-51,-65
19,21,11,1,3,15,-27,-63,23,7,17,21,7,-41,-41,-79,17,27,33,71,13,-45,-39,-51,17,21,25,31,23,-25,-29,-33,43,21,31,69,23,-19,-25,-43,35,49,53,67,27,-9,-31,-47,-3,25,25,17,5,-15,-57,-55,13,13,19,-19,-49,-41,-61,-55
-67,-39,-37,-29,-13,-23,-43,-53,-61,-5,-21,39,33,-27,-47,-49,-45,1,17,53,-15,-19,-5,-19,-53,15,15,21,-13,15,-5,-49,-61,23,15,7,17,31,-7,-37,-19,13,13,51,35,1,-15,-35,3,-9,29,9,-7,-21,-23,-29,-3,13,19,-3,-27,-29,-47,-23
-22,-30,-38,-30,-68,-66,-26,30,-34,-30,4,-58,-10,0,48,-6,-56,-10,14,-36,-18,24,-18,-82,-54,12,6,4,20,-14,-24,-32,-38,4,22,26,30,26,52,2,-48,6,14,-16,50,66,-18,0,-34,16,-36,4,62,-14,-46,-18,-20,12,-34,40,12,-34,-12,-26
-32,-38,-30,-12,-24,-18,-14,-22,-50,-58,-60,-78,-68,-66,-44,-46,-20,-22,-16,-48,-50,-46,-28,-2,-8,8,22,-8,-18,-12,10,14,-30,-36,-56,-50,-42,-22,2,-8,-40,-50,-52,-38,-52,-26,-36,-20,-56,-50,-74,-52,-44,-12,-26,-16,-64,-68,-106,-66,-66,-22,-32,-18
-75,-59,-59,-27,5,5,3,-3,-85,-67,-19,17,5,3,5,19,-97,-59,35,17,29,15,11,-11,-117,-65,9,39,23,-9,-17,-35,-103,-83,-59,11,-7,-7,-37,-79,-81,-89,-67,-13,-7,-9,-35,-79,-59,-17,-1,-7,27,15,-45,-85,-47,37,17,23,7,13,-43,-91
76,80,44,-2,-30,-76,-40,4,112,62,-4,-24,-66,-58,-34,6,108,40,-32,-60,-40,-52,-48,-12,104,30,-32,-78,-66,-64,-56,-34,112,44,0,-60,-66,-34,-62,-50,100,42,4,-58,-80,-30,-44,-40,60,6,6,-58,-90,-28,-30,-42,26,-20,-12,-32,-34,-30,-44,-24
59,35,33,17,-5,-9,-19,-3,35,23,17,-7,47,-1,-13,-45,45,7,-13,9,25,21,-9,-29,35,-15,-33,-19,37,33,35,7,17,-23,-57,-73,-31,9,53,45,5,-11,-63,-53,-29,-33,37,75,25,-5,-39,3,-23,-63,21,91,37,11,9,13,-11,-31,19,99
-74,-66,6,38,24,10,-14,-40,-74,-32,8,56,46,32,-4,-52,-36,-52,6,50,54,28,-14,-24,-74,-82,-14,16,46,38,0,-18,-80,-70,-34,-36,26,4,-28,-26,-72,-54,-6,-8,2,-12,-36,-36,-52,-14,28,-6,-24,-26,-58,-48,-26,22,42,2,-36,-44,-28,-32
-18,-6,-16,0,36,48,26,-28,-6,-34,-6,58,66,20,-50,-62,-32,-60,-16,54,2,-40,-36,-30,-46,-50,-44,12,-6,14,42,24,-34,-58,-48,12,26,28,10,4,-22,-56,-26,-8,-24,-24,-22,-18,-30,-8,24,32,-42,-42,-36,-38,-38,20,50,-28,-58,-24,-34,-24
14,50,44,18,28,-20,8,20,6,20,20,26,0,-30,-20,12,-22,-6,26,34,-28,-48,-20,-4,-24,12,16,-22,-32,-52,-32,-18,44,66,12,-12,-12,-38,-28,8,56,68,36,32,-30,-16,-4,-8,42,38,34,-16,-38,2,-8,-28,-14,-8,-8,-18,-36,-12,-20,-16
-19,-35,-15,35,-13,11,41,11,-27,-31,-23,-21,9,41,17,11,-45,-59,-29,11,19,-15,-19,17,-79,-85,-29,7,-45,-33,3,-5,-73,-45,-3,-21,-35,19,3,-7,-59,-37,13,-17,-7,-21,-17,21,-39,-47,-9,-41,-19,-25,11,5,-75,-33,-23,-59,-37,-25,-23,-31
-43,-13,-25,1,87,65,13,-7,-49,-45,-21,49,53,1,-11,-13,-47,-43,-21,1,5,43,47,-9,-25,1,-11,3,45,73,27,-21,25,35,-7,35,41,9,23,1,19,5,17,59,7,-1,-27,-49,-1,-7,41,11,-17,-9,-61,-57,-27,-43,-9,-3,-9,-31,-41,-55
-14,-12,-24,-28,-48,-10,12,22,-34,-60,-54,-60,-44,-44,-66,-54,-20,-30,-40,-58,-68,-58,-64,-42,16,8,4,-18,-40,-22,-2,4,4,6,-6,-16,-16,-10,-12,-36,-10,-24,-22,-48,-42,-34,-20,-34,-42,-50,-50,-44,-34,-40,-30,-24,-50,-50,-60,-42,-36,-24,-2,-12
-78,-62,10,40,40,-10,-18,-24,-54,2,52,56,34,28,36,2,-46,18,28,40,52,34,-24,-56,-34,-26,12,28,52,0,-22,-24,-54,-38,18,56,14,20,-14,-36,-42,0,12,42,16,14,-40,-40,-20,6,20,28,6,-24,-28,-48,28,36,68,26,-12,-34,-30,-54
-45,-91,-53,17,-19,-29,-15,5,-51,-71,31,27,-17,-27,13,11,-47,-13,-7,-5,-25,-5,13,23,-13,-35,-27,3,33,29,35,-17,-43,-49,-3,37,25,25,23,29,-73,-29,25,-7,43,57,57,19,-53,35,27,13,55,55,45,5,5,33,-15,-11,29,31,11,-7
-10,-24,6,-16,-14,-22,-2,-28,-4,16,-8,-34,-30,-52,-10,18,4,16,20,6,-18,-32,-6,2,-20,12,34,12,6,-6,-38,-42,-32,-4,8,22,46,12,-28,-32,-22,-12,-26,32,36,4,2,-34,-14,-20,-52,-24,-12,4,4,-6,0,-26,-62,-36,-18,4,-14,-28
-55,-43,-31,9,-3,3,-5,13,-43,-55,-35,-21,-5,-11,-7,-21,-11,-21,-23,-9,9,25,27,-19,5,3,-25,-35,31,49,23,5,-31,-17,-45,-27,-11,3,-13,-29,-51,-31,-47,-29,-39,-3,-27,-25,-73,-63,-39,-17,-5,-25,-39,-15,-21,-29,-7,21,5,-45,-27,-21
-11,31,73,55,1,-29,-43,-33,7,67,61,13,7,31,-7,-71,13,49,49,19,39,3,-35,-67,7,19,23,41,-1,-31,-47,-77,19,17,23,-5,-27,-73,-83,-85,39,53,19,-47,-29,-69,-79,-37,65,61,21,-5,-41,-85,-37,-35,81,89,43,5,-49,-65,-43,-35
79,81,39,-1,1,7,13,15,79,25,15,-1,-25,-43,-47,-19,43,-23,-1,-29,-85,-77,-67,-9,29,-7,-15,-33,-45,-53,-25,15,51,-23,-39,-29,-23,-45,-19,-11,65,-23,-39,-63,-41,-35,-19,-19,25,13,-1,-29,-29,-13,9,11,-13,-7,-43,-51,-49,-13,21,35
-29,-35,-35,-17,15,41,65,65,-41,-61,-23,17,37,47,9,11,-53,-67,-53,-15,33,1,-33,-7,-37,-41,-67,-41,21,-7,-19,1,3,-27,-17,15,43,33,11,-29,-15,-27,-5,-5,5,65,21,-29,-47,-21,-1,19,-1,-3,9,-3,-63,-45,-27,7,-33,-25,1,-23
15,19,25,-5,-29,-99,-93,-31,39,39,-13,-15,-27,-7,3,21,35,-7,-25,-3,25,33,15,-21,3,-15,-27,-37,-3,-21,-31,-49,3,11,13,-47,-51,-21,-29,-39,13,23,-17,-51,-71,-45,-13,1,31,-23,-11,-45,-35,-11,-23,-9,17,27,47,15,13,-33,-27,-1
-82,-46,4,32,26,-14,-44,-64,-104,10,24,6,20,4,0,-40,-82,-16,-2,36,36,32,-6,2,-88,-44,-10,56,6,-8,-20,-24,-76,-30,-32,46,-40,-40,-54,-60,-46,-22,4,26,-36,-28,-56,-46,0,4,14,44,24,4,-14,-64,-8,-12,62,60,10,18,-28,-72
81,85,111,-37,-53,-49,-37,-53,93,111,41,-35,-21,-25,-67,-99,107,89,27,-5,-7,-51,-87,-85,101,69,51,-3,-61,-67,-81,-67,119,85,61,-61,-59,-57,-63,-53,115,115,-9,-67,-35,-77,-65,-29,125,47,-19,-27,-59,-93,-33,-25,89,23,5,-37,-69,-69,-39,-17
-29,-11,17,-19,-61,-55,7,-45,-41,57,-1,-27,37,29,-13,-87,-35,39,-43,-7,63,15,-61,-69,-29,-7,-55,-3,19,-51,-55,-35,-31,-9,-67,-23,-7,-17,-45,-45,3,9,-61,-1,1,-45,-17,-31,65,-5,-53,33,-31,-77,-39,-21,69,11,49,47,-79,-27,-27,-19
6,-18,-26,-12,26,30,24,58,-60,-52,-50,-24,-18,-52,-28,-18,-56,-38,-46,-76,-82,-26,-30,-6,-20,8,-12,-48,-46,-6,16,-2,-30,22,-12,-30,-56,-8,8,-30,-22,-20,-12,-22,-48,-20,22,-6,-38,-30,-24,-12,-12,-12,14,16,-56,-72,-88,-42,-28,-8,-4,0
